relative_path,current_classification,sensitivity,touch_categories,phase_tokens,proposed_new_path,proposed_action,blocks_phase5r,review_reason,approval_question,review_owner_suggestion
06_trading/paper_trades.csv,NEEDS_HUMAN_REVIEW,HIGH,trade_logs,,06_execution_records/paper_trades/paper_trades.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches trade_logs,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
06_trading/real_trades.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs,,06_execution_records/real_trades/real_trades.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions;trade_logs,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
06_trading/trade_journal.csv,NEEDS_HUMAN_REVIEW,HIGH,trade_logs,,06_execution_records/trade_journal/trade_journal.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches trade_logs,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/latest_real_position_weekly_review.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;sec_alerts;weekly_reviews;risk_rules,,08_reviews/current/latest_real_position_weekly_review.md,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions;sec_alerts;weekly_reviews;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/latest_weekly_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews,,08_reviews/current/latest_weekly_report.md,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches weekly_reviews,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/monthly_review_template.md,KEEP,MEDIUM,risk_rules,,08_reviews/templates/monthly_review_template.md,COPY_TO_CANONICAL,yes,Touches risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase0_audit_report.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;weekly_reviews;risk_rules,phase0;phase0a;phase0b;phase1,08_reviews/phase_archive/phase0_audit_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches real_positions;trade_logs;weekly_reviews;risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase0b_phase1a_report.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;weekly_reviews;risk_rules,phase0a;phase0b;phase1a;phase1b,08_reviews/phase_archive/phase0b_phase1a_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches real_positions;trade_logs;weekly_reviews;risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase1b_dry_run_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews;risk_rules,phase1b;phase1c,08_reviews/phase_archive/phase1b_dry_run_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches weekly_reviews;risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase1c_sec_fetch_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews;risk_rules,phase1c;phase1d,08_reviews/phase_archive/phase1c_sec_fetch_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches weekly_reviews;risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase1d_gpt_packet_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews;risk_rules,phase1c;phase1d,08_reviews/phase_archive/phase1d_gpt_packet_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches weekly_reviews;risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase1e_skill_draft_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews,phase1e;phase2a,08_reviews/phase_archive/phase1e_skill_draft_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches weekly_reviews; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2a_real_universe_setup_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews,phase1b;phase2a;phase2b,08_reviews/phase_archive/phase2a_real_universe_setup_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches weekly_reviews; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2b_candidate_sourcing_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews,phase2b;phase2c,08_reviews/phase_archive/phase2b_candidate_sourcing_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches weekly_reviews; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2c_sec_fetch_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews;risk_rules,phase1;phase2b;phase2c;phase2d,08_reviews/phase_archive/phase2c_sec_fetch_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches weekly_reviews;risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2d_gpt_packet_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews;risk_rules,phase2b;phase2c;phase2d,08_reviews/phase_archive/phase2d_gpt_packet_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches weekly_reviews;risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2e1_market_8k_dilution_report.md,ARCHIVE,LOW,,phase2e;phase2e1;phase2f,08_reviews/phase_archive/phase2e1_market_8k_dilution_report.md,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2e1_market_8k_dilution_report_after_filled_data.md,ARCHIVE,LOW,,phase2c;phase2e;phase2e1;phase2f,08_reviews/phase_archive/phase2e1_market_8k_dilution_report_after_filled_data.md,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2e_financial_enrichment_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews;risk_rules,phase2c;phase2e;phase2f,08_reviews/phase_archive/phase2e_financial_enrichment_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches weekly_reviews;risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2f_memo_review_report.md,ARCHIVE,LOW,,phase2e;phase2e1;phase2f;phase2g,08_reviews/phase_archive/phase2f_memo_review_report.md,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2g_gpt_review_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews,phase2e;phase2e1;phase2f;phase2g;phase2h,08_reviews/phase_archive/phase2g_gpt_review_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches weekly_reviews; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2h_manual_filing_review_report.md,ARCHIVE,LOW,,phase2g;phase2h;phase2i,08_reviews/phase_archive/phase2h_manual_filing_review_report.md,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2i_human_notes_synthesis_report.md,ARCHIVE,LOW,,phase2f;phase2g;phase2h;phase2i;phase2j,08_reviews/phase_archive/phase2i_human_notes_synthesis_report.md,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2j_scenario_peer_report.md,ARCHIVE,LOW,,phase2j;phase2k,08_reviews/phase_archive/phase2j_scenario_peer_report.md,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2k_peer_data_report.md,ARCHIVE,MEDIUM,risk_rules,phase2k;phase2l,08_reviews/phase_archive/phase2k_peer_data_report.md,ARCHIVE_AFTER_APPROVAL,no,Touches risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2l_valuation_earnings_report.md,ARCHIVE,LOW,,phase2l;phase2m,08_reviews/phase_archive/phase2l_valuation_earnings_report.md,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2m_research_decision_report.md,ARCHIVE,MEDIUM,risk_rules,phase2f;phase2i;phase2j;phase2k;phase2l;phase2m;phase2n,08_reviews/phase_archive/phase2m_research_decision_report.md,ARCHIVE_AFTER_APPROVAL,no,Touches risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2n_paper_plan_draft_report.md,ARCHIVE,MEDIUM,risk_rules,phase2n;phase2o,08_reviews/phase_archive/phase2n_paper_plan_draft_report.md,ARCHIVE_AFTER_APPROVAL,no,Touches risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2o_paper_execution_readiness_report.md,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;risk_rules,phase2o;phase2p,08_reviews/phase_archive/phase2o_paper_execution_readiness_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches trade_logs;risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2o_paper_execution_readiness_report_after_filled_chart.md,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;risk_rules,phase2o;phase2p,08_reviews/phase_archive/phase2o_paper_execution_readiness_report_after_filled_chart.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches trade_logs;risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2p_paper_execution_log_setup_report.md,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;risk_rules,phase2p;phase2q,08_reviews/phase_archive/phase2p_paper_execution_log_setup_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches trade_logs;risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2q_paper_execution_decision_report.md,ARCHIVE,MEDIUM,risk_rules,phase2q;phase2r,08_reviews/phase_archive/phase2q_paper_execution_decision_report.md,ARCHIVE_AFTER_APPROVAL,no,Touches risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2q_paper_execution_decision_report_after_filled_inputs.md,ARCHIVE,MEDIUM,risk_rules,phase2q;phase2r,08_reviews/phase_archive/phase2q_paper_execution_decision_report_after_filled_inputs.md,ARCHIVE_AFTER_APPROVAL,no,Touches risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase2r_paper_execution_report.md,NEEDS_HUMAN_REVIEW,HIGH,trade_logs,phase2q;phase2r;phase2s,08_reviews/phase_archive/phase2r_paper_execution_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches trade_logs; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase3a_real_position_structure_audit_report.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;weekly_reviews;risk_rules,phase2;phase2p;phase2q;phase2r;phase2s;phase3;phase3a,08_reviews/phase_archive/phase3a_real_position_structure_audit_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches real_positions;trade_logs;weekly_reviews;risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase3b_real_position_log_report.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;weekly_reviews,phase3b;phase3c,08_reviews/phase_archive/phase3b_real_position_log_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches real_positions;trade_logs;weekly_reviews; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase3b_real_position_log_report_after_filled_inputs.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;weekly_reviews;risk_rules,phase3b;phase3c,08_reviews/phase_archive/phase3b_real_position_log_report_after_filled_inputs.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches real_positions;trade_logs;weekly_reviews;risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase3c_agent_restructure_report.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;email_drafts;weekly_reviews;risk_rules,phase2;phase3;phase3a;phase3b;phase3c;phase4;phase4a;phase4b;phase5,08_reviews/phase_archive/phase3c_agent_restructure_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches real_positions;email_drafts;weekly_reviews;risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase4a_weekly_review_agent_report.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;email_drafts;sec_alerts;weekly_reviews,phase4a;phase4b;phase5,08_reviews/phase_archive/phase4a_weekly_review_agent_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches real_positions;email_drafts;sec_alerts;weekly_reviews; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase4b_email_draft_agent_report.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;email_drafts;weekly_reviews;risk_rules,phase4b;phase5a,08_reviews/phase_archive/phase4b_email_draft_agent_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches real_positions;email_drafts;weekly_reviews;risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase5a_email_automation_plan_report.md,NEEDS_HUMAN_REVIEW,HIGH,email_drafts;weekly_reviews,phase5a;phase5b,08_reviews/phase_archive/phase5a_email_automation_plan_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches email_drafts;weekly_reviews; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/phase5b_email_preflight_report.md,NEEDS_HUMAN_REVIEW,HIGH,email_drafts,phase4b;phase5b;phase5c,08_reviews/phase_archive/phase5b_email_preflight_report.md,ARCHIVE_AFTER_APPROVAL,no,Phase 0A classification requires human review; Touches email_drafts; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
07_reviews/weekly_review_template.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews;risk_rules,,08_reviews/templates/weekly_review_template.md,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches weekly_reviews;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
AGENTS.md,KEEP,HIGH,trade_logs,,AGENTS.md,KEEP_IN_PLACE,yes,Touches trade_logs,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
README.md,KEEP,MEDIUM,weekly_reviews;risk_rules,phase0a;phase0b;phase1;phase1a,README.md,KEEP_IN_PLACE,yes,Touches weekly_reviews;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
skills/early-public-equity-research/SKILL.md,KEEP,HIGH,trade_logs;weekly_reviews;risk_rules,,skills/early-public-equity-research/SKILL.md,KEEP_IN_PLACE,yes,Touches trade_logs;weekly_reviews;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
skills/early-public-equity-research/references/phase_status.md,KEEP,MEDIUM,weekly_reviews;risk_rules,phase0a;phase0b;phase1a;phase1b;phase1c;phase1d;phase2a,skills/early-public-equity-research/references/phase_status.md,KEEP_IN_PLACE,yes,Touches weekly_reviews;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
skills/early-public-equity-research/references/workflow.md,KEEP,MEDIUM,weekly_reviews;risk_rules,,skills/early-public-equity-research/references/workflow.md,KEEP_IN_PLACE,yes,Touches weekly_reviews;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
tests/smoke_tests.py,KEEP,HIGH,real_positions;trade_logs;weekly_reviews;risk_rules,,10_tests/smoke_tests.py,COPY_TO_CANONICAL,yes,Touches real_positions;trade_logs;weekly_reviews;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
00_project_control/phase0a_real_position_file_map.csv,KEEP,HIGH,real_positions,phase0a,00_project_control/audit_reports/phase0a/phase0a_real_position_file_map.csv,COPY_TO_CANONICAL,yes,Touches real_positions,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
