relative_path,current_proposed_action_from_phase0b,current_blocks_phase5r,touch_categories,sensitivity,phase_tokens,phase5r_decision,reason,allowed_as_phase5r_dependency,quarantine_as_legacy,requires_human_approval_before_migration,can_be_archived_after_approval,can_be_copied_to_canonical_after_approval,notes
04_data/phase2p_paper_execution_log.csv,NEEDS_HUMAN_REVIEW,no,trade_logs;risk_rules,HIGH,phase2o1b;phase2p;phase2q,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable.
04_data/phase2p_risk_calculator_inputs.csv,ARCHIVE_AFTER_APPROVAL,no,risk_rules,MEDIUM,phase2p;phase2q,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
04_data/phase2q_execution_decision.csv,ARCHIVE_AFTER_APPROVAL,no,,LOW,phase2q;phase2r,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
04_data/phase2q_manual_execution_inputs_filled.xlsx,ARCHIVE_AFTER_APPROVAL,no,,LOW,phase2q,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
04_data/phase2q_manual_execution_inputs_filled_normalized.csv,ARCHIVE_AFTER_APPROVAL,no,,LOW,phase2h;phase2o;phase2q,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
04_data/phase2q_manual_execution_inputs_validated.csv,ARCHIVE_AFTER_APPROVAL,no,,LOW,phase2q,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
04_data/phase2q_risk_calculator_results.csv,ARCHIVE_AFTER_APPROVAL,no,risk_rules,MEDIUM,phase2q;phase2r,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
04_data/phase2r_monitoring_checklist.csv,ARCHIVE_AFTER_APPROVAL,no,,LOW,phase2r,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
04_data/phase2r_open_paper_positions.csv,ARCHIVE_AFTER_APPROVAL,no,,LOW,phase2r,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
04_data/phase2r_paper_execution_log.csv,NEEDS_HUMAN_REVIEW,no,trade_logs,HIGH,phase2q;phase2r,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable.
04_data/phase3a_real_position_audit.csv,NEEDS_HUMAN_REVIEW,yes,real_positions,HIGH,phase3a,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,no,yes,yes,yes,no,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase3a_structure_transition_checklist.csv,NEEDS_HUMAN_REVIEW,no,real_positions;trade_logs,HIGH,phase2;phase3;phase3a,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable.
04_data/phase3b_real_position_input_template.csv,NEEDS_HUMAN_REVIEW,yes,real_positions,HIGH,phase3b,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,no,yes,yes,yes,no,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase3b_real_position_inputs_filled.csv,NEEDS_HUMAN_REVIEW,yes,real_positions,HIGH,phase3b,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,no,yes,yes,yes,no,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase3b_real_position_inputs_filled_normalized.csv,NEEDS_HUMAN_REVIEW,yes,real_positions,HIGH,phase3b,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,no,yes,yes,yes,no,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase3b_real_position_log.csv,NEEDS_HUMAN_REVIEW,yes,real_positions,HIGH,phase3b,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,no,yes,yes,yes,no,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase3b_real_position_risk_review.csv,NEEDS_HUMAN_REVIEW,yes,real_positions;risk_rules,HIGH,phase3b,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,no,yes,yes,yes,no,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase3b_real_risk_calculation.csv,NEEDS_HUMAN_REVIEW,yes,real_positions,HIGH,phase3b,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,no,yes,yes,yes,no,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase3b_weekly_monitoring_checklist.csv,NEEDS_HUMAN_REVIEW,yes,trade_logs;weekly_reviews,HIGH,phase3b,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase3c_restructure_action_items.csv,NEEDS_HUMAN_REVIEW,yes,real_positions;email_drafts;sec_alerts;weekly_reviews;risk_rules,HIGH,phase3b;phase3c;phase4a;phase4b;phase5,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",no,yes,yes,yes,no,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase4a_weekly_action_labels.csv,NEEDS_HUMAN_REVIEW,yes,weekly_reviews,MEDIUM,phase4a,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,no,yes,yes,yes,no,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase4a_weekly_real_position_alerts.csv,NEEDS_HUMAN_REVIEW,yes,real_positions;weekly_reviews,HIGH,phase4a,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,no,yes,yes,yes,no,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase4a_weekly_review_run_log.csv,NEEDS_HUMAN_REVIEW,yes,weekly_reviews,MEDIUM,phase4a,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,no,yes,yes,yes,no,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase4b_email_draft_metadata.csv,NEEDS_HUMAN_REVIEW,yes,email_drafts;risk_rules,HIGH,phase4b,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",no,yes,yes,yes,no,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase4b_email_draft_run_log.csv,NEEDS_HUMAN_REVIEW,yes,real_positions;email_drafts;weekly_reviews,HIGH,phase4b,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",no,yes,yes,yes,no,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase5a_email_automation_action_items.csv,NEEDS_HUMAN_REVIEW,yes,email_drafts,HIGH,phase5a;phase5b;phase5d;phase5e;phase5f,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",no,yes,yes,yes,no,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase5b_email_preflight_results.csv,NEEDS_HUMAN_REVIEW,yes,email_drafts,HIGH,phase4b;phase5a;phase5b,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",no,yes,yes,yes,no,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase5b_email_preflight_run_log.csv,NEEDS_HUMAN_REVIEW,yes,email_drafts,HIGH,phase5b,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",no,yes,yes,yes,no,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase5b_recipient_allowlist.csv,NEEDS_HUMAN_REVIEW,yes,email_drafts,HIGH,phase5b,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",no,yes,yes,yes,no,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/screening_results.csv,COPY_TO_CANONICAL,no,,LOW,,EXCLUDE_FROM_PHASE5R,Not part of the minimum manual-execution-safe Phase 5R dependency set.,no,no,no,no,no,
05_scripts/__pycache__/audit_phase3a_real_position_structure.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,real_positions,HIGH,phase3a,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,yes,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/audit_phase3c_agent_restructure.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase3c,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/calculate_phase3b_real_risk.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase3b,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/check_phase4a_sec_filing_alerts.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,sec_alerts,MEDIUM,phase4a,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,yes,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/collect_phase2k_peer_data.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase2k,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/create_phase2h_manual_review_worksheets.cpython-312.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase2h,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/create_phase2j_scenario_peer_workpapers.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase2j,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/create_phase2l_valuation_earnings_workpapers.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase2l,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/create_phase2m_research_decision_review.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase2m,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/create_phase2n_paper_plan_drafts.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase2n,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/create_phase2o_paper_execution_readiness.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase2o,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/create_phase2p_paper_execution_log_setup.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,trade_logs,HIGH,phase2p,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,yes,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/create_phase2q_execution_decision_gate.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase2q,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/create_phase2r_paper_execution_log.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,trade_logs,HIGH,phase2r,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,yes,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/create_phase3b_real_position_log.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,real_positions,HIGH,phase3b,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,yes,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/create_phase4a_weekly_action_labels.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,weekly_reviews,MEDIUM,phase4a,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,yes,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/create_phase4b_weekly_email_draft.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,email_drafts,HIGH,phase4b,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,yes,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/enrich_candidate_financials.cpython-312.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/extract_phase2f_filing_excerpts.cpython-312.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase2f,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/make_gpt_packet.cpython-312.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/make_gpt_packet.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/make_weekly_report.cpython-312.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/make_weekly_report.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/normalize_phase2q_filled_inputs.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase2q,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/normalize_phase3b_real_position_inputs.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,real_positions,HIGH,phase3b,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,yes,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/phase5a_email_automation_preflight.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase5a,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/phase5b_email_preflight_validator.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase5b,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/rescore_phase2e1_candidates.cpython-312.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase2e1,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/review_8k_and_dilution_filings.cpython-312.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/risk_calculator.cpython-312.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,risk_rules,MEDIUM,,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,yes,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/risk_calculator.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,risk_rules,MEDIUM,,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,yes,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/run_phase2q_paper_risk_calculator.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,risk_rules,MEDIUM,phase2q,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,yes,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/run_phase4a_weekly_real_position_review.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,real_positions;weekly_reviews,HIGH,phase4a,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,yes,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/score_phase2e_candidates.cpython-312.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase2e,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/score_phase2f_memos.cpython-312.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase2f,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/score_phase2k_peer_data_quality.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase2k,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/screen_universe.cpython-312.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/screen_universe.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/synthesize_phase2i_human_notes.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase2i,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/update_sec_filings.cpython-312.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/update_sec_filings.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/validate_manual_market_data.cpython-312.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/validate_phase2o_manual_chart_review.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase2o,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/__pycache__/validate_phase2q_manual_execution_inputs.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,phase2q,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
05_scripts/audit_phase3a_real_position_structure.py,NEEDS_HUMAN_REVIEW,yes,real_positions;trade_logs;weekly_reviews;risk_rules,HIGH,phase2;phase2p;phase2q;phase2r;phase2s;phase3;phase3a,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/audit_phase3c_agent_restructure.py,NEEDS_HUMAN_REVIEW,yes,real_positions;trade_logs;email_drafts;sec_alerts;weekly_reviews;risk_rules,HIGH,phase0;phase2;phase2n;phase2p;phase2q;phase2r;phase3;phase3a;phase3b;phase3c;phase4;phase4a;phase4b;phase5,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/calculate_phase3b_real_risk.py,NEEDS_HUMAN_REVIEW,yes,real_positions;risk_rules,HIGH,phase3b,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,no,yes,yes,yes,no,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/check_phase4a_sec_filing_alerts.py,NEEDS_HUMAN_REVIEW,yes,real_positions;sec_alerts;weekly_reviews,HIGH,phase4a,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,no,yes,yes,yes,no,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/collect_phase2k_peer_data.py,COPY_TO_CANONICAL,no,,LOW,phase2j;phase2k;phase2l,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,no,yes,no,
05_scripts/create_phase2h_manual_review_worksheets.py,COPY_TO_CANONICAL,no,,LOW,phase2f;phase2g;phase2h,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,no,yes,no,
05_scripts/create_phase2j_scenario_peer_workpapers.py,COPY_TO_CANONICAL,no,,LOW,phase2f;phase2h;phase2i;phase2j;phase2k,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,no,yes,no,
05_scripts/create_phase2l_valuation_earnings_workpapers.py,COPY_TO_CANONICAL,yes,risk_rules,MEDIUM,phase2e1;phase2h;phase2i;phase2j;phase2k;phase2l;phase2m,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/create_phase2m_research_decision_review.py,COPY_TO_CANONICAL,yes,risk_rules,MEDIUM,phase2f;phase2i;phase2j;phase2k;phase2l;phase2m;phase2n,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/create_phase2n_paper_plan_drafts.py,COPY_TO_CANONICAL,yes,risk_rules,MEDIUM,phase2i;phase2j;phase2k;phase2l;phase2m;phase2n;phase2o,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/create_phase2o_paper_execution_readiness.py,NEEDS_HUMAN_REVIEW,yes,trade_logs;risk_rules,HIGH,phase2e1;phase2l;phase2n;phase2o;phase2p,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
