relative_path,current_classification,sensitivity,touch_categories,phase_tokens,proposed_new_path,proposed_action,action_reason,human_approval_required,safe_to_copy_now,safe_to_move_later,safe_to_delete_later,blocks_phase5r,notes
04_data/phase2r_paper_execution_log.csv,NEEDS_HUMAN_REVIEW,HIGH,trade_logs,phase2q;phase2r,05_risk_and_positions/paper_position_reviews/phase2r_paper_execution_log.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,no,Human gate required by Phase0B touch-category rule.
04_data/phase3a_real_position_audit.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions,phase3a,05_risk_and_positions/real_position_reviews/phase3a_real_position_audit.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/phase3a_structure_transition_checklist.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs,phase2;phase3;phase3a,05_risk_and_positions/real_position_reviews/phase3a_structure_transition_checklist.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,no,Human gate required by Phase0B touch-category rule.
04_data/phase3b_real_position_input_template.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions,phase3b,05_risk_and_positions/real_position_reviews/phase3b_real_position_input_template.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/phase3b_real_position_inputs_filled.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions,phase3b,05_risk_and_positions/real_position_reviews/phase3b_real_position_inputs_filled.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/phase3b_real_position_inputs_filled_normalized.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions,phase3b,05_risk_and_positions/real_position_reviews/phase3b_real_position_inputs_filled_normalized.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/phase3b_real_position_log.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions,phase3b,05_risk_and_positions/real_position_reviews/phase3b_real_position_log.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/phase3b_real_position_risk_review.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions;risk_rules,phase3b,05_risk_and_positions/real_position_reviews/phase3b_real_position_risk_review.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/phase3b_real_risk_calculation.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions,phase3b,05_risk_and_positions/real_position_reviews/phase3b_real_risk_calculation.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/phase3b_weekly_monitoring_checklist.csv,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;weekly_reviews,phase3b,05_risk_and_positions/real_position_reviews/phase3b_weekly_monitoring_checklist.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/phase3c_restructure_action_items.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions;email_drafts;sec_alerts;weekly_reviews;risk_rules,phase3b;phase3c;phase4a;phase4b;phase5,03_source_data/derived/phase3c_restructure_action_items.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/phase4a_weekly_action_labels.csv,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews,phase4a,07_automation/weekly_review_agent/outputs/phase4a_weekly_action_labels.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/phase4a_weekly_real_position_alerts.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions;weekly_reviews,phase4a,05_risk_and_positions/real_position_reviews/phase4a_weekly_real_position_alerts.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/phase4a_weekly_review_run_log.csv,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews,phase4a,07_automation/weekly_review_agent/outputs/phase4a_weekly_review_run_log.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/phase4b_email_draft_metadata.csv,NEEDS_HUMAN_REVIEW,HIGH,email_drafts;risk_rules,phase4b,07_automation/email_preflight/phase4b_email_draft_metadata.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/phase4b_email_draft_run_log.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions;email_drafts;weekly_reviews,phase4b,07_automation/email_preflight/phase4b_email_draft_run_log.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/phase5a_email_automation_action_items.csv,NEEDS_HUMAN_REVIEW,HIGH,email_drafts,phase5a;phase5b;phase5d;phase5e;phase5f,07_automation/email_preflight/phase5a_email_automation_action_items.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/phase5b_email_preflight_results.csv,NEEDS_HUMAN_REVIEW,HIGH,email_drafts,phase4b;phase5a;phase5b,07_automation/email_preflight/phase5b_email_preflight_results.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/phase5b_email_preflight_run_log.csv,NEEDS_HUMAN_REVIEW,HIGH,email_drafts,phase5b,07_automation/email_preflight/phase5b_email_preflight_run_log.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/phase5b_recipient_allowlist.csv,NEEDS_HUMAN_REVIEW,HIGH,email_drafts,phase5b,07_automation/email_preflight/phase5b_recipient_allowlist.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
04_data/screening_results.csv,MIGRATE,LOW,,,03_source_data/derived/screening_results.csv,COPY_TO_CANONICAL,Needs canonical placement; copy can be planned before any later move/delete decision.,no,yes,yes,no,no,
05_scripts/__pycache__/audit_phase3a_real_position_structure.cpython-313.pyc,DELETE_CANDIDATE,HIGH,real_positions,phase3a,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,yes,no,no,yes,no,Human gate required by Phase0B touch-category rule. Do not delete in Phase 0B.
05_scripts/__pycache__/audit_phase3c_agent_restructure.cpython-313.pyc,DELETE_CANDIDATE,LOW,,phase3c,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/calculate_phase3b_real_risk.cpython-313.pyc,DELETE_CANDIDATE,LOW,,phase3b,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/check_phase4a_sec_filing_alerts.cpython-313.pyc,DELETE_CANDIDATE,MEDIUM,sec_alerts,phase4a,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,yes,no,no,yes,no,Human gate required by Phase0B touch-category rule. Do not delete in Phase 0B.
05_scripts/__pycache__/collect_phase2k_peer_data.cpython-313.pyc,DELETE_CANDIDATE,LOW,,phase2k,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/create_phase2h_manual_review_worksheets.cpython-312.pyc,DELETE_CANDIDATE,LOW,,phase2h,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/create_phase2j_scenario_peer_workpapers.cpython-313.pyc,DELETE_CANDIDATE,LOW,,phase2j,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/create_phase2l_valuation_earnings_workpapers.cpython-313.pyc,DELETE_CANDIDATE,LOW,,phase2l,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/create_phase2m_research_decision_review.cpython-313.pyc,DELETE_CANDIDATE,LOW,,phase2m,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/create_phase2n_paper_plan_drafts.cpython-313.pyc,DELETE_CANDIDATE,LOW,,phase2n,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/create_phase2o_paper_execution_readiness.cpython-313.pyc,DELETE_CANDIDATE,LOW,,phase2o,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/create_phase2p_paper_execution_log_setup.cpython-313.pyc,DELETE_CANDIDATE,HIGH,trade_logs,phase2p,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,yes,no,no,yes,no,Human gate required by Phase0B touch-category rule. Do not delete in Phase 0B.
05_scripts/__pycache__/create_phase2q_execution_decision_gate.cpython-313.pyc,DELETE_CANDIDATE,LOW,,phase2q,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/create_phase2r_paper_execution_log.cpython-313.pyc,DELETE_CANDIDATE,HIGH,trade_logs,phase2r,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,yes,no,no,yes,no,Human gate required by Phase0B touch-category rule. Do not delete in Phase 0B.
05_scripts/__pycache__/create_phase3b_real_position_log.cpython-313.pyc,DELETE_CANDIDATE,HIGH,real_positions,phase3b,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,yes,no,no,yes,no,Human gate required by Phase0B touch-category rule. Do not delete in Phase 0B.
05_scripts/__pycache__/create_phase4a_weekly_action_labels.cpython-313.pyc,DELETE_CANDIDATE,MEDIUM,weekly_reviews,phase4a,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,yes,no,no,yes,no,Human gate required by Phase0B touch-category rule. Do not delete in Phase 0B.
05_scripts/__pycache__/create_phase4b_weekly_email_draft.cpython-313.pyc,DELETE_CANDIDATE,HIGH,email_drafts,phase4b,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,yes,no,no,yes,no,Human gate required by Phase0B touch-category rule. Do not delete in Phase 0B.
05_scripts/__pycache__/enrich_candidate_financials.cpython-312.pyc,DELETE_CANDIDATE,LOW,,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/extract_phase2f_filing_excerpts.cpython-312.pyc,DELETE_CANDIDATE,LOW,,phase2f,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/make_gpt_packet.cpython-312.pyc,DELETE_CANDIDATE,LOW,,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/make_gpt_packet.cpython-313.pyc,DELETE_CANDIDATE,LOW,,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/make_weekly_report.cpython-312.pyc,DELETE_CANDIDATE,LOW,,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/make_weekly_report.cpython-313.pyc,DELETE_CANDIDATE,LOW,,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/normalize_phase2q_filled_inputs.cpython-313.pyc,DELETE_CANDIDATE,LOW,,phase2q,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/normalize_phase3b_real_position_inputs.cpython-313.pyc,DELETE_CANDIDATE,HIGH,real_positions,phase3b,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,yes,no,no,yes,no,Human gate required by Phase0B touch-category rule. Do not delete in Phase 0B.
05_scripts/__pycache__/phase5a_email_automation_preflight.cpython-313.pyc,DELETE_CANDIDATE,LOW,,phase5a,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/phase5b_email_preflight_validator.cpython-313.pyc,DELETE_CANDIDATE,LOW,,phase5b,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/rescore_phase2e1_candidates.cpython-312.pyc,DELETE_CANDIDATE,LOW,,phase2e1,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/review_8k_and_dilution_filings.cpython-312.pyc,DELETE_CANDIDATE,LOW,,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/risk_calculator.cpython-312.pyc,DELETE_CANDIDATE,MEDIUM,risk_rules,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,yes,no,no,yes,no,Human gate required by Phase0B touch-category rule. Do not delete in Phase 0B.
05_scripts/__pycache__/risk_calculator.cpython-313.pyc,DELETE_CANDIDATE,MEDIUM,risk_rules,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,yes,no,no,yes,no,Human gate required by Phase0B touch-category rule. Do not delete in Phase 0B.
05_scripts/__pycache__/run_phase2q_paper_risk_calculator.cpython-313.pyc,DELETE_CANDIDATE,MEDIUM,risk_rules,phase2q,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,yes,no,no,yes,no,Human gate required by Phase0B touch-category rule. Do not delete in Phase 0B.
05_scripts/__pycache__/run_phase4a_weekly_real_position_review.cpython-313.pyc,DELETE_CANDIDATE,HIGH,real_positions;weekly_reviews,phase4a,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,yes,no,no,yes,no,Human gate required by Phase0B touch-category rule. Do not delete in Phase 0B.
05_scripts/__pycache__/score_phase2e_candidates.cpython-312.pyc,DELETE_CANDIDATE,LOW,,phase2e,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/score_phase2f_memos.cpython-312.pyc,DELETE_CANDIDATE,LOW,,phase2f,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/score_phase2k_peer_data_quality.cpython-313.pyc,DELETE_CANDIDATE,LOW,,phase2k,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/screen_universe.cpython-312.pyc,DELETE_CANDIDATE,LOW,,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/screen_universe.cpython-313.pyc,DELETE_CANDIDATE,LOW,,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/synthesize_phase2i_human_notes.cpython-313.pyc,DELETE_CANDIDATE,LOW,,phase2i,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/update_sec_filings.cpython-312.pyc,DELETE_CANDIDATE,LOW,,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/update_sec_filings.cpython-313.pyc,DELETE_CANDIDATE,LOW,,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/validate_manual_market_data.cpython-312.pyc,DELETE_CANDIDATE,LOW,,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/validate_phase2o_manual_chart_review.cpython-313.pyc,DELETE_CANDIDATE,LOW,,phase2o,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/__pycache__/validate_phase2q_manual_execution_inputs.cpython-313.pyc,DELETE_CANDIDATE,LOW,,phase2q,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
05_scripts/audit_phase3a_real_position_structure.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;weekly_reviews;risk_rules,phase2;phase2p;phase2q;phase2r;phase2s;phase3;phase3a,09_scripts/phase_archive/audit_phase3a_real_position_structure.py,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/audit_phase3c_agent_restructure.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;email_drafts;sec_alerts;weekly_reviews;risk_rules,phase0;phase2;phase2n;phase2p;phase2q;phase2r;phase3;phase3a;phase3b;phase3c;phase4;phase4a;phase4b;phase5,09_scripts/phase_archive/audit_phase3c_agent_restructure.py,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/calculate_phase3b_real_risk.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;risk_rules,phase3b,09_scripts/risk/calculate_real_position_risk.py,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/check_phase4a_sec_filing_alerts.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;sec_alerts;weekly_reviews,phase4a,09_scripts/automation/check_sec_filing_alerts.py,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/collect_phase2k_peer_data.py,MIGRATE,LOW,,phase2j;phase2k;phase2l,09_scripts/phase_archive/collect_phase2k_peer_data.py,COPY_TO_CANONICAL,Needs canonical placement; copy can be planned before any later move/delete decision.,no,yes,yes,no,no,
05_scripts/create_phase2h_manual_review_worksheets.py,MIGRATE,LOW,,phase2f;phase2g;phase2h,09_scripts/phase_archive/create_phase2h_manual_review_worksheets.py,COPY_TO_CANONICAL,Needs canonical placement; copy can be planned before any later move/delete decision.,no,yes,yes,no,no,
05_scripts/create_phase2j_scenario_peer_workpapers.py,MIGRATE,LOW,,phase2f;phase2h;phase2i;phase2j;phase2k,09_scripts/phase_archive/create_phase2j_scenario_peer_workpapers.py,COPY_TO_CANONICAL,Needs canonical placement; copy can be planned before any later move/delete decision.,no,yes,yes,no,no,
05_scripts/create_phase2l_valuation_earnings_workpapers.py,MIGRATE,MEDIUM,risk_rules,phase2e1;phase2h;phase2i;phase2j;phase2k;phase2l;phase2m,09_scripts/phase_archive/create_phase2l_valuation_earnings_workpapers.py,COPY_TO_CANONICAL,Needs canonical placement; copy can be planned before any later move/delete decision.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/create_phase2m_research_decision_review.py,MIGRATE,MEDIUM,risk_rules,phase2f;phase2i;phase2j;phase2k;phase2l;phase2m;phase2n,09_scripts/phase_archive/create_phase2m_research_decision_review.py,COPY_TO_CANONICAL,Needs canonical placement; copy can be planned before any later move/delete decision.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/create_phase2n_paper_plan_drafts.py,MIGRATE,MEDIUM,risk_rules,phase2i;phase2j;phase2k;phase2l;phase2m;phase2n;phase2o,09_scripts/phase_archive/create_phase2n_paper_plan_drafts.py,COPY_TO_CANONICAL,Needs canonical placement; copy can be planned before any later move/delete decision.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/create_phase2o_paper_execution_readiness.py,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;risk_rules,phase2e1;phase2l;phase2n;phase2o;phase2p,09_scripts/phase_archive/create_phase2o_paper_execution_readiness.py,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/create_phase2p_paper_execution_log_setup.py,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;risk_rules,phase2n;phase2o;phase2o1b;phase2p;phase2q,09_scripts/phase_archive/create_phase2p_paper_execution_log_setup.py,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/create_phase2q_execution_decision_gate.py,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;risk_rules,phase2n;phase2o;phase2p;phase2q;phase2r,09_scripts/phase_archive/create_phase2q_execution_decision_gate.py,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/create_phase2r_paper_execution_log.py,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;weekly_reviews;risk_rules,phase2e1;phase2n;phase2o;phase2p;phase2q;phase2r;phase2s,09_scripts/phase_archive/create_phase2r_paper_execution_log.py,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/create_phase3b_real_position_log.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;weekly_reviews;risk_rules,phase2q;phase2r;phase3a;phase3b;phase3c,09_scripts/risk/create_real_position_log.py,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/create_phase4a_weekly_action_labels.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;weekly_reviews,phase3b;phase4a,09_scripts/automation/create_weekly_action_labels.py,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/create_phase4b_weekly_email_draft.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;email_drafts;sec_alerts;weekly_reviews;risk_rules,phase3c;phase4a;phase4b;phase5a,09_scripts/automation/create_weekly_email_draft.py,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/enrich_candidate_financials.py,KEEP,LOW,,phase2c;phase2e,09_scripts/data_ingestion/enrich_candidate_financials.py,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,no,yes,yes,no,no,
05_scripts/extract_phase2f_filing_excerpts.py,MIGRATE,LOW,,phase2e1;phase2f,09_scripts/phase_archive/extract_phase2f_filing_excerpts.py,COPY_TO_CANONICAL,Needs canonical placement; copy can be planned before any later move/delete decision.,no,yes,yes,no,no,
05_scripts/make_gpt_packet.py,KEEP,LOW,,phase2b;phase2c,09_scripts/research_generation/make_gpt_packet.py,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,no,yes,yes,no,no,
05_scripts/make_weekly_report.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;weekly_reviews,,09_scripts/research_generation/make_weekly_report.py,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
