relative_path,classification,classification_reason,file_kind,phase_tokens,touch_categories,recommended_next_step
05_scripts/create_phase4a_weekly_action_labels.py,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,python_script,phase3b;phase4a,real_positions;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
05_scripts/create_phase4b_weekly_email_draft.py,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,python_script,phase3c;phase4a;phase4b;phase5a,real_positions;risk_rules;email_drafts;sec_alerts;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
05_scripts/enrich_candidate_financials.py,KEEP,Reusable non-phase script.,python_script,phase2c;phase2e,,Preserve in place or migrate only as part of approved canonical restructure.
05_scripts/extract_phase2f_filing_excerpts.py,MIGRATE,Phase-specific script may be reusable but should move into canonical scripts/archive structure.,python_script,phase2e1;phase2f,,Map to canonical destination; move only in a later approved phase.
05_scripts/make_gpt_packet.py,KEEP,Reusable non-phase script.,python_script,phase2b;phase2c,,Preserve in place or migrate only as part of approved canonical restructure.
05_scripts/make_weekly_report.py,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,python_script,,real_positions;weekly_reviews;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
05_scripts/normalize_phase2q_filled_inputs.py,MIGRATE,Phase-specific script may be reusable but should move into canonical scripts/archive structure.,python_script,phase2q,,Map to canonical destination; move only in a later approved phase.
05_scripts/normalize_phase3b_real_position_inputs.py,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,python_script,phase3b,real_positions,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
05_scripts/phase5a_email_automation_preflight.py,NEEDS_HUMAN_REVIEW,"Touches email drafts, recipients, Gmail/OAuth, or send-gate workflow.",python_script,phase4b;phase5a,email_drafts,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
05_scripts/phase5b_email_preflight_validator.py,NEEDS_HUMAN_REVIEW,"Touches email drafts, recipients, Gmail/OAuth, or send-gate workflow.",python_script,phase4b;phase5a;phase5b;phase5c,email_drafts,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
05_scripts/rescore_phase2e1_candidates.py,MIGRATE,Phase-specific script may be reusable but should move into canonical scripts/archive structure.,python_script,phase2e;phase2e1,risk_rules,Map to canonical destination; move only in a later approved phase.
05_scripts/review_8k_and_dilution_filings.py,KEEP,Reusable non-phase script.,python_script,phase2c;phase2e1,risk_rules,Preserve in place or migrate only as part of approved canonical restructure.
05_scripts/risk_calculator.py,KEEP,Reusable non-phase script.,python_script,,risk_rules,Preserve in place or migrate only as part of approved canonical restructure.
05_scripts/run_phase2q_paper_risk_calculator.py,MIGRATE,Phase-specific script may be reusable but should move into canonical scripts/archive structure.,python_script,phase2p;phase2q;phase2r,risk_rules,Map to canonical destination; move only in a later approved phase.
05_scripts/run_phase4a_weekly_real_position_review.py,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,python_script,phase3b;phase4a;phase4b;phase5,real_positions;risk_rules;email_drafts;sec_alerts;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
05_scripts/score_phase2e_candidates.py,MIGRATE,Phase-specific script may be reusable but should move into canonical scripts/archive structure.,python_script,phase2c;phase2e,,Map to canonical destination; move only in a later approved phase.
05_scripts/score_phase2f_memos.py,MIGRATE,Phase-specific script may be reusable but should move into canonical scripts/archive structure.,python_script,phase2e;phase2e1;phase2f,,Map to canonical destination; move only in a later approved phase.
05_scripts/score_phase2k_peer_data_quality.py,MIGRATE,Phase-specific script may be reusable but should move into canonical scripts/archive structure.,python_script,phase2k;phase2l,risk_rules,Map to canonical destination; move only in a later approved phase.
05_scripts/screen_universe.py,KEEP,Reusable non-phase script.,python_script,phase1a,,Preserve in place or migrate only as part of approved canonical restructure.
05_scripts/synthesize_phase2i_human_notes.py,MIGRATE,Phase-specific script may be reusable but should move into canonical scripts/archive structure.,python_script,phase2f;phase2g;phase2h;phase2i;phase2j,,Map to canonical destination; move only in a later approved phase.
05_scripts/update_sec_filings.py,KEEP,Reusable non-phase script.,python_script,phase2c,,Preserve in place or migrate only as part of approved canonical restructure.
05_scripts/validate_manual_market_data.py,KEEP,Reusable non-phase script.,python_script,phase2c;phase2e;phase2e1,,Preserve in place or migrate only as part of approved canonical restructure.
05_scripts/validate_phase2o_manual_chart_review.py,MIGRATE,Phase-specific script may be reusable but should move into canonical scripts/archive structure.,python_script,phase2o,risk_rules,Map to canonical destination; move only in a later approved phase.
05_scripts/validate_phase2q_manual_execution_inputs.py,MIGRATE,Phase-specific script may be reusable but should move into canonical scripts/archive structure.,python_script,phase2q,,Map to canonical destination; move only in a later approved phase.
06_trading/paper_trades.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,,trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
06_trading/real_trades.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,,real_positions;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
06_trading/trade_journal.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,,trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/.DS_Store,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,macos_metadata,,,Do not delete now; confirm and remove only after human approval.
07_reviews/latest_real_position_weekly_review.md,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,document,,real_positions;risk_rules;sec_alerts;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/latest_weekly_report.md,NEEDS_HUMAN_REVIEW,Operational alert/review workflow; review current use before migration.,document,,weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/monthly_review_template.md,KEEP,Reusable review template.,document,,risk_rules,Preserve in place or migrate only as part of approved canonical restructure.
07_reviews/phase0_audit_report.md,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,document,phase0;phase0a;phase0b;phase1,real_positions;risk_rules;weekly_reviews;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase0b_phase1a_report.md,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,document,phase0a;phase0b;phase1a;phase1b,real_positions;risk_rules;weekly_reviews;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase1b_dry_run_report.md,NEEDS_HUMAN_REVIEW,Operational alert/review workflow; review current use before migration.,document,phase1b;phase1c,risk_rules;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase1c_sec_fetch_report.md,NEEDS_HUMAN_REVIEW,Operational alert/review workflow; review current use before migration.,document,phase1c;phase1d,risk_rules;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase1d_gpt_packet_report.md,NEEDS_HUMAN_REVIEW,Operational alert/review workflow; review current use before migration.,document,phase1c;phase1d,risk_rules;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase1e_skill_draft_report.md,NEEDS_HUMAN_REVIEW,Operational alert/review workflow; review current use before migration.,document,phase1e;phase2a,weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase2a_real_universe_setup_report.md,NEEDS_HUMAN_REVIEW,Operational alert/review workflow; review current use before migration.,document,phase1b;phase2a;phase2b,weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase2b_candidate_sourcing_report.md,NEEDS_HUMAN_REVIEW,Operational alert/review workflow; review current use before migration.,document,phase2b;phase2c,weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase2c_sec_fetch_report.md,NEEDS_HUMAN_REVIEW,Operational alert/review workflow; review current use before migration.,document,phase1;phase2b;phase2c;phase2d,risk_rules;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase2d_gpt_packet_report.md,NEEDS_HUMAN_REVIEW,Operational alert/review workflow; review current use before migration.,document,phase2b;phase2c;phase2d,risk_rules;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase2e1_market_8k_dilution_report.md,ARCHIVE,Historical phase review report.,document,phase2e;phase2e1;phase2f,,Retain as historical evidence; archive only in a later approved cleanup phase.
07_reviews/phase2e1_market_8k_dilution_report_after_filled_data.md,ARCHIVE,Historical phase review report.,document,phase2c;phase2e;phase2e1;phase2f,,Retain as historical evidence; archive only in a later approved cleanup phase.
07_reviews/phase2e_financial_enrichment_report.md,NEEDS_HUMAN_REVIEW,Operational alert/review workflow; review current use before migration.,document,phase2c;phase2e;phase2f,risk_rules;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase2f_memo_review_report.md,ARCHIVE,Historical phase review report.,document,phase2e;phase2e1;phase2f;phase2g,,Retain as historical evidence; archive only in a later approved cleanup phase.
07_reviews/phase2g_gpt_review_report.md,NEEDS_HUMAN_REVIEW,Operational alert/review workflow; review current use before migration.,document,phase2e;phase2e1;phase2f;phase2g;phase2h,weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase2h_manual_filing_review_report.md,ARCHIVE,Historical phase review report.,document,phase2g;phase2h;phase2i,,Retain as historical evidence; archive only in a later approved cleanup phase.
07_reviews/phase2i_human_notes_synthesis_report.md,ARCHIVE,Historical phase review report.,document,phase2f;phase2g;phase2h;phase2i;phase2j,,Retain as historical evidence; archive only in a later approved cleanup phase.
07_reviews/phase2j_scenario_peer_report.md,ARCHIVE,Historical phase review report.,document,phase2j;phase2k,,Retain as historical evidence; archive only in a later approved cleanup phase.
07_reviews/phase2k_peer_data_report.md,ARCHIVE,Historical phase review report.,document,phase2k;phase2l,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
07_reviews/phase2l_valuation_earnings_report.md,ARCHIVE,Historical phase review report.,document,phase2l;phase2m,,Retain as historical evidence; archive only in a later approved cleanup phase.
07_reviews/phase2m_research_decision_report.md,ARCHIVE,Historical phase review report.,document,phase2f;phase2i;phase2j;phase2k;phase2l;phase2m;phase2n,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
07_reviews/phase2n_paper_plan_draft_report.md,ARCHIVE,Historical phase review report.,document,phase2n;phase2o,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
07_reviews/phase2o_paper_execution_readiness_report.md,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,document,phase2o;phase2p,risk_rules;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase2o_paper_execution_readiness_report_after_filled_chart.md,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,document,phase2o;phase2p,risk_rules;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase2p_paper_execution_log_setup_report.md,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,document,phase2p;phase2q,risk_rules;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase2q_paper_execution_decision_report.md,ARCHIVE,Historical phase review report.,document,phase2q;phase2r,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
07_reviews/phase2q_paper_execution_decision_report_after_filled_inputs.md,ARCHIVE,Historical phase review report.,document,phase2q;phase2r,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
07_reviews/phase2r_paper_execution_report.md,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,document,phase2q;phase2r;phase2s,trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase3a_real_position_structure_audit_report.md,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,document,phase2;phase2p;phase2q;phase2r;phase2s;phase3;phase3a,real_positions;risk_rules;weekly_reviews;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase3b_real_position_log_report.md,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,document,phase3b;phase3c,real_positions;weekly_reviews;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase3b_real_position_log_report_after_filled_inputs.md,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,document,phase3b;phase3c,real_positions;risk_rules;weekly_reviews;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase3c_agent_restructure_report.md,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,document,phase2;phase3;phase3a;phase3b;phase3c;phase4;phase4a;phase4b;phase5,real_positions;risk_rules;email_drafts;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase4a_weekly_review_agent_report.md,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,document,phase4a;phase4b;phase5,real_positions;email_drafts;sec_alerts;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase4b_email_draft_agent_report.md,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,document,phase4b;phase5a,real_positions;risk_rules;email_drafts;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase5a_email_automation_plan_report.md,NEEDS_HUMAN_REVIEW,"Touches email drafts, recipients, Gmail/OAuth, or send-gate workflow.",document,phase5a;phase5b,email_drafts;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/phase5b_email_preflight_report.md,NEEDS_HUMAN_REVIEW,"Touches email drafts, recipients, Gmail/OAuth, or send-gate workflow.",document,phase4b;phase5b;phase5c,email_drafts,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
07_reviews/weekly_review_template.md,NEEDS_HUMAN_REVIEW,Operational alert/review workflow; review current use before migration.,document,,risk_rules;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
AGENTS.md,KEEP,Top-level project documentation/configuration.,document,,trade_logs,Preserve in place or migrate only as part of approved canonical restructure.
README.md,KEEP,Top-level project documentation/configuration.,document,phase0a;phase0b;phase1;phase1a,risk_rules;weekly_reviews,Preserve in place or migrate only as part of approved canonical restructure.
skills/early-public-equity-research/SKILL.md,KEEP,Reusable skill/test asset.,document,,risk_rules;weekly_reviews;trade_logs,Preserve in place or migrate only as part of approved canonical restructure.
skills/early-public-equity-research/references/memo_rubric.md,KEEP,Reusable skill/test asset.,document,,,Preserve in place or migrate only as part of approved canonical restructure.
skills/early-public-equity-research/references/phase_status.md,KEEP,Reusable skill/test asset.,document,phase0a;phase0b;phase1a;phase1b;phase1c;phase1d;phase2a,risk_rules;weekly_reviews,Preserve in place or migrate only as part of approved canonical restructure.
skills/early-public-equity-research/references/red_team_checklist.md,KEEP,Reusable skill/test asset.,document,,,Preserve in place or migrate only as part of approved canonical restructure.
skills/early-public-equity-research/references/source_policy.md,KEEP,Reusable skill/test asset.,document,,,Preserve in place or migrate only as part of approved canonical restructure.
skills/early-public-equity-research/references/workflow.md,KEEP,Reusable skill/test asset.,document,,risk_rules;weekly_reviews,Preserve in place or migrate only as part of approved canonical restructure.
tests/__pycache__/smoke_tests.cpython-312.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,,,Do not delete now; confirm and remove only after human approval.
tests/__pycache__/smoke_tests.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,,,Do not delete now; confirm and remove only after human approval.
tests/smoke_tests.py,KEEP,Reusable skill/test asset.,python_script,,real_positions;risk_rules;weekly_reviews;trade_logs,Preserve in place or migrate only as part of approved canonical restructure.
